Levels,Environment,Competitive,Classes,Lab,Sports,Toilet,Sports_Competition,Students_per_class,Langugae,Timings,Meetings,Fests,Field_trips,Water,Mid_day_meal,Quality_of_food,Assessment,Region,Happiness
hard,Assessment,highly,6,no,06-Aug,better,sometimes,41-50,telugu,7,half yearly,once,once,always,yes,excellent,never,H,3.137572714
moderate,knowledge,highly,6,no,06-Aug,bad,yes,21-30,english,6,annually,never,twice,sometimes,yes,can be improved,weekly,A,3.056601189
easy,Assessment,not,10,not always,06-Aug,bad,sometimes,21-30,telugu,5,half yearly,never,never,never,no,can be improved,monthly,H,4.150581887
hard,Assessment,moderate,8,yes,04-May,better,never,41-50,telugu,7,half yearly,twice,twice,sometimes,yes,excellent,never,C,2.733378601
hard,learner,highly,6,no,06-Aug,hygiene,sometimes,41-50,hindi,6,Quarterly,once,twice,sometimes,no,good,never,E,1.234129736
moderate,Assessment,highly,10,not always,06-Aug,hygiene,sometimes,31-40,hindi,5,half yearly,twice,never,sometimes,no,good,weekly,A,6.697416541
easy,Assessment,moderate,8,no,04-May,hygiene,yes,31-40,telugu,5,annually,once,once,never,yes,excellent,monthly,A,2.151566131
easy,Assessment,highly,8,yes,02-Mar,better,sometimes,41-50,hindi,5,half yearly,once,never,always,yes,can be improved,weekly,I,1.45627342
moderate,knowledge,moderate,10,not always,04-May,hygiene,never,21-30,english,7,half yearly,once,never,always,yes,excellent,weekly,J,4.221298841
hard,learner,highly,6,yes,02-Mar,better,sometimes,41-50,telugu,7,Quarterly,never,twice,always,yes,can be improved,never,I,3.294537054
easy,learner,moderate,8,not always,06-Aug,hygiene,yes,41-50,english,5,Quarterly,once,never,always,yes,can be improved,never,H,2.635830429
hard,learner,moderate,10,yes,04-May,better,never,21-30,telugu,6,Quarterly,once,never,always,no,excellent,never,J,3.67304791
hard,learner,moderate,6,yes,04-May,hygiene,never,21-30,english,6,half yearly,never,once,sometimes,no,good,weekly,B,5.41700108
hard,knowledge,highly,8,not always,02-Mar,bad,yes,31-40,hindi,6,Quarterly,once,once,always,yes,excellent,never,B,9.217191132
moderate,learner,moderate,8,yes,06-Aug,bad,sometimes,31-40,hindi,7,annually,once,twice,never,yes,excellent,never,D,4.598907572
easy,knowledge,highly,10,not always,06-Aug,hygiene,sometimes,21-30,telugu,5,Quarterly,never,once,always,yes,can be improved,monthly,J,8.604267579
hard,learner,moderate,8,yes,06-Aug,hygiene,never,31-40,telugu,5,Quarterly,once,never,sometimes,no,can be improved,monthly,B,5.049695415
hard,knowledge,highly,6,yes,06-Aug,better,never,21-30,hindi,7,Quarterly,once,twice,always,no,good,monthly,E,1.487061496
hard,Assessment,moderate,10,no,04-May,better,sometimes,41-50,hindi,6,annually,twice,never,always,no,excellent,monthly,C,6.161505861
hard,knowledge,moderate,6,yes,04-May,hygiene,yes,31-40,english,7,half yearly,twice,twice,always,yes,excellent,weekly,K,2.41642708
hard,Assessment,moderate,8,no,06-Aug,better,never,21-30,telugu,7,annually,twice,twice,always,no,can be improved,monthly,H,1.337285734
easy,knowledge,highly,6,no,06-Aug,bad,yes,21-30,telugu,6,Quarterly,never,twice,always,no,excellent,never,I,9.553811311
easy,learner,moderate,6,not always,04-May,hygiene,yes,21-30,english,5,half yearly,never,twice,always,yes,can be improved,monthly,F,2.943202723
hard,knowledge,moderate,6,no,04-May,hygiene,never,31-40,telugu,5,Quarterly,once,once,always,yes,excellent,weekly,E,3.205196953
hard,Assessment,highly,8,not always,06-Aug,better,sometimes,31-40,hindi,6,annually,once,once,always,yes,excellent,weekly,D,4.381863293
moderate,knowledge,not,8,yes,06-Aug,bad,yes,41-50,english,5,half yearly,never,twice,sometimes,no,excellent,never,K,9.59411344
moderate,Assessment,highly,6,not always,04-May,hygiene,sometimes,31-40,telugu,5,annually,once,once,never,yes,good,monthly,A,7.801416844
easy,Assessment,not,6,yes,04-May,hygiene,never,21-30,hindi,6,half yearly,once,once,always,no,excellent,never,I,4.705079339
hard,learner,moderate,8,yes,04-May,hygiene,sometimes,31-40,hindi,6,annually,once,twice,sometimes,no,excellent,never,G,4.308256166
easy,learner,highly,10,yes,06-Aug,bad,sometimes,41-50,english,5,annually,never,twice,never,no,good,never,A,6.584845556
moderate,knowledge,not,10,not always,04-May,bad,sometimes,41-50,hindi,6,Quarterly,twice,twice,sometimes,yes,good,monthly,J,6.171593279
moderate,learner,moderate,10,not always,04-May,hygiene,sometimes,41-50,hindi,7,Quarterly,never,never,always,yes,can be improved,monthly,A,5.938036539
hard,Assessment,moderate,6,yes,06-Aug,hygiene,yes,21-30,telugu,5,Quarterly,twice,twice,sometimes,no,excellent,weekly,J,5.11114967
hard,knowledge,highly,8,no,04-May,hygiene,never,41-50,hindi,5,annually,twice,never,sometimes,no,excellent,weekly,E,7.324528632
hard,Assessment,not,6,no,04-May,bad,yes,41-50,hindi,7,Quarterly,never,never,always,no,excellent,weekly,J,8.72792643
hard,learner,moderate,10,not always,06-Aug,better,never,31-40,english,5,annually,never,twice,always,yes,excellent,weekly,A,4.261142951
moderate,Assessment,highly,8,not always,04-May,hygiene,yes,41-50,telugu,5,Quarterly,once,once,sometimes,no,good,monthly,C,8.085246435
hard,Assessment,highly,10,no,04-May,bad,never,31-40,telugu,7,Quarterly,once,once,never,no,good,monthly,F,2.904937381
easy,knowledge,highly,8,yes,02-Mar,bad,never,41-50,telugu,7,annually,twice,once,never,yes,excellent,monthly,B,9.01040438
easy,Assessment,highly,10,not always,02-Mar,bad,never,41-50,telugu,7,half yearly,never,once,never,no,excellent,never,G,8.144980737
hard,learner,moderate,8,yes,04-May,better,yes,31-40,telugu,7,half yearly,twice,twice,sometimes,yes,excellent,never,G,4.88888693
hard,Assessment,not,8,no,06-Aug,bad,never,41-50,telugu,5,Quarterly,never,never,always,no,good,monthly,I,1.547608783
easy,knowledge,moderate,6,no,06-Aug,hygiene,never,21-30,telugu,5,half yearly,once,never,always,no,can be improved,monthly,K,7.776443755
moderate,knowledge,not,6,yes,02-Mar,bad,yes,21-30,hindi,7,Quarterly,never,once,never,no,good,never,B,1.756007559
moderate,learner,highly,10,yes,04-May,better,never,41-50,english,5,Quarterly,never,never,sometimes,no,good,weekly,J,5.746186936
moderate,knowledge,moderate,6,yes,04-May,better,sometimes,31-40,hindi,5,annually,twice,once,always,no,excellent,weekly,C,4.842799132
hard,Assessment,not,6,not always,02-Mar,hygiene,never,41-50,hindi,6,half yearly,never,never,never,yes,excellent,never,I,1.510622911
hard,Assessment,not,10,yes,04-May,hygiene,yes,41-50,hindi,7,Quarterly,once,never,never,no,good,monthly,J,1.522139
hard,learner,moderate,6,no,02-Mar,bad,sometimes,21-30,telugu,7,half yearly,once,once,never,yes,excellent,monthly,D,6.896384354
hard,Assessment,highly,10,no,02-Mar,hygiene,never,41-50,english,7,half yearly,never,twice,never,yes,can be improved,never,G,4.611843068
hard,knowledge,moderate,8,no,04-May,better,never,41-50,english,6,Quarterly,twice,twice,sometimes,yes,can be improved,monthly,B,1.361670504
easy,Assessment,highly,8,yes,06-Aug,better,sometimes,31-40,english,6,Quarterly,twice,twice,always,no,can be improved,weekly,F,4.003616589
hard,Assessment,moderate,6,not always,06-Aug,better,never,21-30,telugu,7,Quarterly,once,never,always,yes,can be improved,weekly,K,6.012871997
hard,learner,not,6,no,06-Aug,hygiene,sometimes,31-40,hindi,5,Quarterly,never,once,never,no,good,never,I,2.566394106
easy,knowledge,not,10,not always,06-Aug,bad,never,41-50,hindi,5,half yearly,twice,once,always,yes,good,monthly,C,4.447786399
hard,learner,not,10,yes,06-Aug,hygiene,yes,31-40,hindi,5,half yearly,twice,never,sometimes,yes,can be improved,never,K,5.499074887
easy,learner,not,10,not always,02-Mar,better,yes,31-40,hindi,5,annually,once,once,sometimes,no,excellent,never,J,4.743461867
hard,learner,highly,6,no,06-Aug,better,yes,31-40,hindi,6,annually,twice,twice,always,no,excellent,never,G,6.336380423
hard,Assessment,moderate,6,no,06-Aug,hygiene,never,31-40,telugu,5,half yearly,once,once,sometimes,yes,good,monthly,F,1.36965595
easy,Assessment,not,10,yes,04-May,bad,yes,21-30,hindi,6,Quarterly,never,never,sometimes,yes,excellent,never,E,5.781408522
easy,learner,moderate,10,yes,06-Aug,bad,never,41-50,hindi,6,half yearly,twice,twice,sometimes,yes,excellent,weekly,G,1.311074283
easy,knowledge,highly,10,not always,06-Aug,bad,never,21-30,english,5,half yearly,twice,once,never,no,good,weekly,I,5.245759611
moderate,learner,highly,6,yes,04-May,better,yes,21-30,english,6,Quarterly,never,once,sometimes,no,can be improved,weekly,H,3.760362508
easy,Assessment,moderate,6,yes,06-Aug,better,sometimes,21-30,english,6,annually,twice,never,never,yes,excellent,weekly,H,9.012456182
moderate,learner,highly,6,yes,02-Mar,better,yes,31-40,telugu,6,half yearly,never,twice,always,no,can be improved,never,A,7.321012148
moderate,Assessment,not,10,not always,04-May,better,sometimes,31-40,hindi,7,Quarterly,twice,never,never,no,good,weekly,E,9.89725376
hard,knowledge,not,6,no,06-Aug,bad,sometimes,41-50,telugu,6,Quarterly,never,once,sometimes,yes,good,weekly,D,4.678811051
easy,learner,highly,6,no,06-Aug,better,yes,41-50,english,7,half yearly,twice,once,always,no,excellent,never,E,8.370579065
easy,knowledge,highly,6,no,02-Mar,better,yes,21-30,english,6,half yearly,never,twice,never,yes,good,weekly,J,3.180664956
hard,Assessment,highly,10,yes,02-Mar,better,yes,21-30,hindi,6,half yearly,twice,once,sometimes,no,good,monthly,A,9.066954092
hard,knowledge,highly,8,no,04-May,hygiene,sometimes,31-40,telugu,6,half yearly,once,once,always,no,good,monthly,G,8.053820691
moderate,learner,highly,6,not always,04-May,hygiene,sometimes,31-40,english,6,annually,twice,once,never,no,excellent,monthly,A,9.579931514
moderate,knowledge,highly,8,yes,04-May,better,yes,21-30,hindi,6,half yearly,never,twice,never,no,can be improved,monthly,B,5.251398048
hard,learner,not,8,not always,06-Aug,better,sometimes,41-50,hindi,5,half yearly,twice,twice,always,yes,excellent,monthly,C,6.911130567
hard,learner,moderate,8,not always,04-May,hygiene,yes,31-40,hindi,6,Quarterly,once,once,sometimes,no,excellent,monthly,H,3.872067991
moderate,Assessment,highly,10,not always,06-Aug,hygiene,yes,41-50,english,5,annually,once,once,always,no,can be improved,never,E,5.627262193
hard,learner,moderate,10,not always,06-Aug,better,yes,41-50,telugu,7,annually,once,once,never,yes,excellent,weekly,E,4.02477374
hard,learner,highly,10,not always,04-May,bad,yes,41-50,hindi,6,half yearly,once,twice,always,no,excellent,never,A,3.343468298
easy,learner,not,6,not always,04-May,hygiene,never,31-40,hindi,5,annually,twice,once,always,no,excellent,never,J,9.378235363
hard,knowledge,not,8,no,06-Aug,hygiene,never,31-40,english,6,annually,once,twice,sometimes,no,can be improved,weekly,D,7.827341232
hard,knowledge,not,10,no,04-May,hygiene,sometimes,21-30,hindi,7,annually,once,once,sometimes,yes,excellent,monthly,D,5.663299538
hard,Assessment,highly,10,no,04-May,bad,yes,41-50,hindi,7,annually,once,once,sometimes,no,can be improved,never,E,8.189284035
moderate,learner,not,8,not always,04-May,bad,never,21-30,english,7,annually,never,never,never,yes,excellent,monthly,A,9.807019814
moderate,knowledge,highly,6,yes,04-May,bad,yes,31-40,hindi,6,annually,never,once,always,yes,good,weekly,A,5.93546581
moderate,learner,highly,10,no,02-Mar,hygiene,yes,41-50,hindi,6,Quarterly,once,once,always,no,excellent,never,A,6.74066305
easy,knowledge,not,10,yes,06-Aug,hygiene,never,41-50,english,7,half yearly,never,once,sometimes,no,good,never,I,9.914849735
hard,Assessment,moderate,8,no,02-Mar,better,sometimes,41-50,hindi,6,Quarterly,once,never,sometimes,no,excellent,never,A,7.242720043
moderate,learner,highly,10,yes,04-May,bad,never,31-40,telugu,7,annually,twice,twice,sometimes,yes,excellent,never,H,8.213204455
moderate,knowledge,not,6,not always,02-Mar,hygiene,yes,41-50,english,5,half yearly,twice,once,always,yes,can be improved,monthly,D,9.497297118
moderate,Assessment,not,6,yes,02-Mar,better,yes,41-50,english,5,Quarterly,twice,once,sometimes,yes,good,monthly,G,6.352674045
hard,learner,moderate,8,no,06-Aug,hygiene,yes,41-50,telugu,6,annually,once,never,always,no,can be improved,weekly,C,7.125835039
moderate,knowledge,highly,6,yes,06-Aug,bad,sometimes,31-40,telugu,6,annually,twice,twice,always,no,good,weekly,D,7.454331321
moderate,Assessment,moderate,6,not always,02-Mar,better,sometimes,31-40,telugu,7,Quarterly,once,twice,never,no,can be improved,never,G,4.522198559
easy,learner,moderate,6,not always,06-Aug,hygiene,never,31-40,english,5,Quarterly,twice,once,sometimes,yes,can be improved,never,I,6.583518265
hard,knowledge,moderate,6,not always,02-Mar,better,never,41-50,hindi,5,Quarterly,once,twice,never,no,good,monthly,H,1.103717149
hard,learner,moderate,10,no,04-May,bad,yes,21-30,hindi,5,half yearly,once,never,never,no,excellent,weekly,F,4.079089923
moderate,Assessment,not,8,no,06-Aug,better,yes,31-40,telugu,5,annually,never,once,always,no,can be improved,never,I,4.035308067
hard,Assessment,highly,10,no,06-Aug,better,never,21-30,english,7,Quarterly,once,never,never,yes,excellent,monthly,F,1.580220535
easy,Assessment,highly,8,no,06-Aug,better,yes,21-30,hindi,6,annually,never,once,always,no,excellent,monthly,D,4.660737787
moderate,knowledge,not,8,not always,04-May,hygiene,yes,31-40,hindi,5,half yearly,twice,once,never,no,excellent,monthly,J,7.378635856
moderate,knowledge,moderate,6,yes,04-May,bad,never,31-40,hindi,6,annually,never,once,sometimes,no,good,monthly,K,3.945353701
moderate,knowledge,moderate,6,yes,06-Aug,hygiene,yes,21-30,hindi,5,annually,twice,twice,sometimes,yes,good,monthly,E,5.620177296
hard,knowledge,not,6,not always,02-Mar,better,yes,31-40,telugu,7,half yearly,never,twice,always,no,good,monthly,J,8.309513407
hard,Assessment,moderate,10,no,02-Mar,hygiene,yes,31-40,english,7,half yearly,never,once,sometimes,no,good,monthly,D,8.576638736
moderate,Assessment,moderate,8,not always,02-Mar,hygiene,never,21-30,telugu,7,half yearly,once,never,sometimes,no,good,monthly,I,5.909232485
moderate,Assessment,moderate,10,not always,06-Aug,hygiene,never,31-40,telugu,7,annually,twice,once,never,no,can be improved,never,D,2.088791247
easy,Assessment,moderate,10,yes,04-May,bad,yes,41-50,english,6,annually,twice,once,sometimes,no,excellent,monthly,A,4.189938969
hard,knowledge,moderate,10,no,04-May,bad,sometimes,21-30,telugu,5,annually,once,twice,never,no,can be improved,weekly,C,5.119336866
moderate,Assessment,highly,10,not always,02-Mar,bad,never,41-50,telugu,5,half yearly,once,twice,sometimes,no,excellent,never,A,9.262400081
moderate,knowledge,highly,10,yes,06-Aug,better,yes,41-50,hindi,6,Quarterly,twice,once,sometimes,yes,excellent,monthly,D,1.808708452
easy,knowledge,not,8,no,02-Mar,bad,never,31-40,english,6,annually,never,once,sometimes,no,good,monthly,A,5.528715968
easy,Assessment,not,10,not always,02-Mar,hygiene,yes,41-50,telugu,7,annually,twice,twice,sometimes,yes,can be improved,weekly,A,9.491738921
moderate,learner,not,8,yes,04-May,hygiene,sometimes,41-50,telugu,7,Quarterly,never,once,sometimes,no,excellent,never,H,5.354855078
easy,Assessment,not,6,not always,02-Mar,hygiene,yes,41-50,telugu,7,annually,once,twice,always,no,can be improved,monthly,B,5.789080542
moderate,learner,highly,8,yes,02-Mar,better,never,21-30,telugu,5,Quarterly,twice,never,never,yes,good,weekly,K,3.942611336
easy,Assessment,not,10,not always,02-Mar,hygiene,sometimes,31-40,telugu,7,half yearly,never,never,sometimes,yes,excellent,weekly,D,3.617245094
moderate,Assessment,not,6,yes,06-Aug,better,never,31-40,english,5,Quarterly,twice,once,sometimes,yes,good,weekly,I,3.522158709
hard,knowledge,not,6,yes,06-Aug,hygiene,never,31-40,hindi,7,Quarterly,once,twice,never,no,good,never,F,2.263622194
moderate,Assessment,not,10,yes,06-Aug,bad,never,41-50,english,7,Quarterly,twice,never,always,no,can be improved,never,F,5.23201916
hard,Assessment,not,8,not always,02-Mar,hygiene,never,21-30,hindi,6,annually,twice,never,sometimes,yes,excellent,weekly,A,1.122136485
hard,learner,moderate,10,not always,04-May,bad,yes,31-40,telugu,6,Quarterly,once,never,never,yes,excellent,weekly,J,1.858058764
hard,knowledge,not,10,yes,04-May,better,sometimes,31-40,telugu,6,half yearly,once,twice,never,yes,good,weekly,F,6.456201391
easy,Assessment,not,6,not always,02-Mar,bad,never,31-40,hindi,5,Quarterly,never,once,never,no,excellent,never,F,7.740052337
moderate,learner,highly,6,yes,06-Aug,bad,yes,21-30,hindi,6,annually,twice,once,always,no,can be improved,never,I,7.535140539
easy,Assessment,moderate,8,yes,04-May,hygiene,yes,41-50,telugu,5,half yearly,once,once,never,no,excellent,monthly,D,1.675811066
moderate,Assessment,moderate,6,yes,06-Aug,better,yes,41-50,english,6,half yearly,never,twice,never,yes,good,monthly,F,5.864864027
moderate,knowledge,moderate,6,no,04-May,better,yes,41-50,telugu,6,annually,never,once,sometimes,yes,can be improved,never,I,2.058376857
easy,knowledge,highly,10,not always,04-May,better,yes,41-50,english,5,half yearly,never,once,never,yes,excellent,weekly,A,4.124240323
moderate,Assessment,highly,10,yes,04-May,better,sometimes,31-40,hindi,5,half yearly,twice,twice,never,no,good,monthly,C,2.116580824
easy,Assessment,not,10,not always,02-Mar,bad,yes,21-30,telugu,5,half yearly,once,twice,always,yes,good,never,I,8.769012086
moderate,knowledge,not,8,no,02-Mar,bad,never,31-40,telugu,5,Quarterly,never,never,sometimes,yes,excellent,never,K,7.957585986
moderate,learner,moderate,8,not always,06-Aug,better,sometimes,21-30,english,7,half yearly,twice,twice,always,yes,excellent,weekly,I,1.32424715
hard,knowledge,highly,10,yes,04-May,better,never,21-30,telugu,7,half yearly,once,twice,never,no,good,weekly,G,3.773620489
moderate,learner,highly,10,no,04-May,hygiene,never,41-50,english,6,annually,never,twice,sometimes,yes,excellent,never,B,1.997690573
easy,Assessment,moderate,8,yes,02-Mar,bad,yes,31-40,english,6,Quarterly,once,once,sometimes,no,excellent,never,A,4.054818966
hard,learner,moderate,8,no,06-Aug,hygiene,yes,31-40,hindi,5,Quarterly,never,twice,never,yes,excellent,never,I,6.77684314
moderate,Assessment,moderate,10,no,02-Mar,hygiene,yes,31-40,english,7,Quarterly,once,once,always,no,good,monthly,H,4.770320798
hard,learner,highly,10,not always,04-May,better,never,31-40,hindi,5,half yearly,twice,never,sometimes,yes,excellent,never,E,6.574550018
easy,Assessment,not,8,yes,02-Mar,better,never,41-50,telugu,7,annually,never,never,always,no,excellent,monthly,B,9.516592803
easy,learner,highly,10,yes,02-Mar,hygiene,sometimes,41-50,telugu,7,half yearly,never,never,sometimes,no,good,weekly,C,7.396365722
moderate,Assessment,moderate,8,yes,02-Mar,hygiene,never,41-50,telugu,6,annually,twice,never,never,yes,can be improved,never,F,9.615907756
moderate,knowledge,highly,8,no,02-Mar,bad,sometimes,31-40,hindi,6,half yearly,twice,once,sometimes,yes,excellent,monthly,F,8.185932793
moderate,learner,not,6,yes,04-May,better,never,31-40,hindi,5,Quarterly,never,never,sometimes,no,excellent,monthly,K,8.190829787
easy,knowledge,highly,6,no,02-Mar,better,sometimes,31-40,telugu,7,annually,twice,once,never,no,can be improved,monthly,I,9.697183531
hard,knowledge,highly,6,no,06-Aug,bad,sometimes,21-30,telugu,6,annually,once,never,always,no,good,never,E,5.113908117
hard,Assessment,highly,8,no,06-Aug,better,never,41-50,hindi,5,annually,once,never,always,yes,excellent,never,E,2.909939414
hard,Assessment,moderate,6,not always,02-Mar,hygiene,sometimes,21-30,english,5,half yearly,never,once,sometimes,yes,can be improved,monthly,H,8.843272475
moderate,Assessment,moderate,10,no,02-Mar,bad,sometimes,41-50,telugu,5,Quarterly,once,never,always,no,good,never,K,6.1474289
hard,learner,highly,8,no,02-Mar,hygiene,yes,41-50,telugu,6,Quarterly,once,never,sometimes,yes,can be improved,monthly,E,6.637195346
moderate,Assessment,highly,6,no,06-Aug,better,never,21-30,hindi,5,annually,never,once,always,yes,can be improved,monthly,J,9.578511461
hard,knowledge,moderate,6,not always,04-May,hygiene,yes,31-40,telugu,6,annually,twice,once,always,yes,excellent,weekly,D,2.06673772
moderate,knowledge,highly,6,not always,06-Aug,better,yes,21-30,hindi,5,Quarterly,twice,never,sometimes,no,excellent,monthly,I,1.6145939
moderate,knowledge,highly,8,no,06-Aug,bad,sometimes,41-50,english,6,half yearly,twice,twice,sometimes,yes,excellent,monthly,F,9.542196008
hard,knowledge,highly,8,not always,04-May,hygiene,sometimes,31-40,telugu,6,half yearly,once,twice,never,no,can be improved,never,F,4.574765122
easy,learner,moderate,8,not always,04-May,hygiene,sometimes,31-40,hindi,6,annually,never,twice,always,yes,excellent,monthly,A,4.621742939
easy,Assessment,moderate,6,yes,02-Mar,bad,never,21-30,english,5,annually,once,twice,never,no,good,weekly,E,2.24913504
moderate,Assessment,moderate,8,no,04-May,hygiene,never,41-50,telugu,5,half yearly,twice,once,never,yes,can be improved,monthly,K,6.47035943
moderate,Assessment,not,8,no,06-Aug,better,sometimes,31-40,english,7,half yearly,never,never,never,yes,excellent,weekly,E,9.755651027
easy,Assessment,highly,6,no,04-May,hygiene,yes,41-50,english,6,half yearly,never,twice,always,yes,good,weekly,J,6.584524863
easy,Assessment,moderate,6,no,02-Mar,better,yes,41-50,english,5,annually,never,never,sometimes,yes,excellent,monthly,A,2.511319169
moderate,Assessment,not,6,not always,04-May,bad,sometimes,31-40,hindi,6,annually,twice,twice,sometimes,no,good,weekly,I,6.536633328
hard,Assessment,moderate,6,no,04-May,better,sometimes,41-50,telugu,6,Quarterly,twice,once,never,yes,excellent,weekly,F,1.660596933
easy,learner,not,8,no,02-Mar,bad,yes,41-50,english,7,Quarterly,once,twice,always,no,can be improved,monthly,D,1.719122942
hard,learner,not,6,yes,06-Aug,bad,sometimes,31-40,english,5,Quarterly,once,once,sometimes,yes,can be improved,monthly,H,7.740945656
moderate,Assessment,moderate,6,yes,06-Aug,bad,yes,41-50,english,7,Quarterly,twice,once,sometimes,yes,excellent,never,B,3.200501075
hard,Assessment,highly,6,not always,06-Aug,hygiene,never,31-40,hindi,5,annually,twice,twice,always,no,excellent,weekly,A,1.933581573
moderate,Assessment,moderate,6,not always,06-Aug,hygiene,yes,41-50,english,7,half yearly,once,once,sometimes,yes,good,never,C,1.428536089
easy,learner,not,6,yes,02-Mar,bad,never,41-50,telugu,7,annually,once,twice,never,no,can be improved,never,E,7.392912234
easy,learner,moderate,10,no,04-May,hygiene,yes,41-50,english,5,annually,never,twice,always,yes,excellent,weekly,C,7.499184882
hard,knowledge,highly,10,not always,06-Aug,better,never,41-50,english,6,half yearly,once,once,sometimes,yes,excellent,weekly,F,6.943148803
hard,learner,moderate,8,yes,04-May,better,sometimes,31-40,hindi,7,Quarterly,never,once,always,yes,can be improved,weekly,B,1.307685724
hard,Assessment,moderate,6,not always,04-May,hygiene,never,21-30,telugu,6,Quarterly,twice,never,always,yes,good,weekly,D,3.110019604
moderate,Assessment,highly,8,no,04-May,better,sometimes,41-50,hindi,6,annually,once,never,never,yes,excellent,monthly,H,4.723869972
hard,knowledge,highly,8,yes,06-Aug,bad,sometimes,41-50,hindi,6,annually,twice,never,always,yes,good,weekly,B,4.314614401
easy,knowledge,not,10,yes,06-Aug,better,sometimes,21-30,english,6,half yearly,once,once,sometimes,yes,good,weekly,F,5.982564742
hard,learner,moderate,8,yes,02-Mar,bad,yes,41-50,english,6,annually,once,never,never,yes,excellent,weekly,G,5.199156032
hard,Assessment,not,6,no,06-Aug,hygiene,never,31-40,english,7,Quarterly,never,twice,never,no,excellent,weekly,C,3.176695582
moderate,Assessment,moderate,8,yes,02-Mar,hygiene,sometimes,21-30,english,7,half yearly,never,once,always,yes,good,monthly,D,8.910095227
hard,learner,highly,6,yes,04-May,better,yes,41-50,telugu,6,half yearly,never,once,never,yes,excellent,never,G,4.544388843
hard,learner,not,6,yes,06-Aug,better,sometimes,41-50,english,7,Quarterly,once,never,never,no,good,weekly,B,6.529746379
hard,Assessment,highly,10,not always,04-May,better,yes,41-50,english,6,half yearly,twice,twice,sometimes,no,good,weekly,C,2.432820911
hard,learner,highly,6,not always,04-May,better,sometimes,21-30,hindi,7,annually,never,twice,sometimes,no,excellent,never,H,1.063511354
easy,Assessment,highly,10,not always,06-Aug,better,never,41-50,english,6,half yearly,never,never,never,yes,good,monthly,J,1.341589569
easy,Assessment,highly,6,no,06-Aug,bad,sometimes,41-50,telugu,6,Quarterly,never,once,sometimes,no,can be improved,monthly,J,3.904667485
hard,knowledge,not,6,not always,04-May,better,never,21-30,english,7,annually,once,twice,sometimes,no,can be improved,weekly,K,1.801268612
moderate,learner,highly,6,yes,06-Aug,hygiene,sometimes,41-50,hindi,5,half yearly,never,twice,sometimes,no,can be improved,never,D,5.443177064
easy,Assessment,moderate,6,no,06-Aug,better,sometimes,31-40,telugu,7,annually,never,never,sometimes,no,can be improved,weekly,C,6.687586599
hard,Assessment,not,8,yes,06-Aug,bad,sometimes,21-30,hindi,5,half yearly,never,twice,always,no,good,never,B,1.800169503
moderate,learner,moderate,6,not always,06-Aug,hygiene,yes,31-40,hindi,7,Quarterly,twice,twice,never,no,good,never,I,3.501551226
moderate,Assessment,highly,6,yes,04-May,hygiene,yes,41-50,telugu,7,Quarterly,never,never,sometimes,no,excellent,monthly,E,7.994575952
moderate,knowledge,moderate,6,no,06-Aug,better,sometimes,41-50,hindi,7,Quarterly,once,never,sometimes,no,can be improved,never,H,1.058194923
hard,learner,moderate,8,not always,06-Aug,better,never,41-50,telugu,5,half yearly,twice,never,always,no,can be improved,weekly,D,1.386420304
moderate,learner,not,6,no,02-Mar,bad,yes,31-40,english,5,annually,never,never,sometimes,yes,can be improved,weekly,D,7.543177765
moderate,knowledge,moderate,6,no,02-Mar,hygiene,never,21-30,telugu,5,Quarterly,once,once,always,yes,good,monthly,F,7.955741867
easy,Assessment,moderate,10,not always,04-May,better,never,31-40,english,7,annually,twice,twice,never,yes,good,weekly,J,4.215600168
moderate,learner,moderate,10,not always,04-May,hygiene,never,31-40,telugu,6,annually,once,once,sometimes,yes,good,never,C,4.361413286
easy,Assessment,highly,6,yes,06-Aug,bad,yes,41-50,hindi,6,half yearly,twice,twice,sometimes,yes,excellent,monthly,E,9.056823006
moderate,knowledge,moderate,10,not always,02-Mar,hygiene,never,41-50,hindi,7,annually,twice,once,always,no,good,never,J,2.94183721
easy,knowledge,moderate,8,no,04-May,better,never,31-40,hindi,7,annually,twice,once,never,no,good,weekly,C,8.824618239
easy,learner,not,6,yes,06-Aug,better,yes,41-50,telugu,6,half yearly,once,twice,never,yes,good,monthly,K,3.565615102
easy,learner,moderate,8,yes,04-May,better,sometimes,21-30,telugu,6,Quarterly,once,once,never,yes,good,monthly,B,4.415283508
easy,knowledge,moderate,6,no,06-Aug,better,never,41-50,telugu,7,half yearly,never,twice,never,no,can be improved,weekly,G,1.724527974
hard,learner,moderate,10,no,04-May,bad,never,31-40,hindi,6,Quarterly,never,once,sometimes,no,can be improved,weekly,A,5.713639997
moderate,knowledge,not,8,no,06-Aug,hygiene,sometimes,21-30,hindi,7,half yearly,never,twice,never,no,good,never,B,5.238132179
easy,learner,not,6,not always,04-May,better,sometimes,21-30,english,6,Quarterly,twice,never,never,no,good,monthly,F,9.916813758
easy,knowledge,highly,8,not always,06-Aug,hygiene,yes,41-50,english,6,Quarterly,once,never,never,yes,good,weekly,A,1.513690996
easy,knowledge,not,6,no,02-Mar,better,never,31-40,hindi,7,half yearly,twice,once,sometimes,no,can be improved,weekly,B,2.480782212
hard,Assessment,moderate,10,no,06-Aug,hygiene,yes,21-30,hindi,7,half yearly,never,twice,always,yes,can be improved,never,G,8.572347906
